product_id,category,price,launch_date,rating_avg
P35,Clothing,2222,2025-12-03 23:10:48.012099,4.1
P36,Electronics,3229,2023-11-04 23:10:48.012121,4.36
P37,Footwear,4127,2024-04-02 23:10:48.012136,3.46
P38,Footwear,2029,2025-02-11 23:10:48.012150,2.78
P39,Home,2737,2024-09-22 23:10:48.012165,2.75
P40,Home,4529,2024-12-27 23:10:48.012180,2.5
P41,Home,1209,2023-12-25 23:10:48.012195,3.67
P42,Electronics,4248,2024-03-30 23:10:48.012211,4.09
P43,Footwear,1163,2025-05-19 23:10:48.012226,4.67
P44,Footwear,1995,2024-12-30 23:10:48.012241,4.12
P45,Electronics,1791,2025-09-17 23:10:48.012256,3.08
P46,Home,2136,2024-12-18 23:10:48.012271,3.16
P47,Home,2660,2025-10-19 23:10:48.012286,4.75
P48,Electronics,1354,2025-06-02 23:10:48.012301,3.14
P49,Clothing,3974,2025-05-28 23:10:48.012317,4.07
P50,Footwear,3277,2025-11-16 23:10:48.012344,4.77
P51,Home,4010,2024-11-18 23:10:48.012359,4.25
P52,Clothing,1266,2025-09-07 23:10:48.012374,4.35
P53,Footwear,697,2023-09-24 23:10:48.012389,3.42
P54,Footwear,1108,2024-08-15 23:10:48.012404,2.85
P55,Electronics,3011,2025-07-05 23:10:48.012419,2.59
P56,Footwear,1869,2024-03-19 23:10:48.012434,3.68
P57,Footwear,3411,2025-08-14 23:10:48.012449,2.72
P58,Clothing,2459,2024-09-06 23:10:48.012465,3.39
P59,Footwear,2302,2025-02-04 23:10:48.012480,3.28
P60,Electronics,4561,2024-09-22 23:10:48.012494,4.1
P61,Footwear,1123,2025-04-20 23:10:48.012509,3.78
P62,Clothing,2549,2024-06-15 23:10:48.012524,4.79
P63,Footwear,3608,2025-04-29 23:10:48.012539,4.53
P64,Clothing,3670,2025-12-30 23:10:48.012554,4.11
P65,Home,4999,2025-06-14 23:10:48.012569,4.54
P66,Clothing,4491,2025-09-10 23:10:48.012584,4.46
P67,Footwear,1945,2024-04-23 23:10:48.012599,4.04
P68,Home,3683,2025-04-29 23:10:48.012614,2.73
P69,Clothing,3461,2025-10-01 23:10:48.012632,2.87
P70,Electronics,3369,2025-02-04 23:10:48.012647,3.53
P71,Footwear,660,2024-02-27 23:10:48.012663,2.54
P72,Clothing,4487,2024-12-06 23:10:48.012720,3.34
P73,Home,1718,2024-12-12 23:10:48.012764,4.01
P74,Footwear,1454,2025-12-06 23:10:48.012787,3.35
P75,Electronics,2193,2024-12-29 23:10:48.012807,4.74
P76,Home,2985,2025-01-08 23:10:48.012825,4.58
P77,Electronics,1459,2025-12-12 23:10:48.012843,4.49
P78,Footwear,3620,2023-10-02 23:10:48.012860,2.6
P79,Footwear,2705,2025-07-20 23:10:48.012876,4.69
P80,Electronics,1560,2024-12-31 23:10:48.012892,4.64
P81,Electronics,4776,2024-08-29 23:10:48.012908,3.82
P82,Clothing,1639,2024-02-08 23:10:48.012924,3.18
P83,Footwear,3894,2025-07-31 23:10:48.012940,2.89
P84,Electronics,1069,2023-11-07 23:10:48.012955,4.64
P85,Footwear,4514,2024-02-22 23:10:48.012971,4.78
P86,Home,3037,2024-04-09 23:10:48.012986,4.52
P87,Footwear,4841,2023-11-15 23:10:48.013002,3.33
P88,Electronics,3306,2024-09-18 23:10:48.013017,3.47
P89,Clothing,2955,2023-10-13 23:10:48.013033,4.6
P90,Home,4631,2024-08-20 23:10:48.013049,4.34
P91,Footwear,4995,2025-02-21 23:10:48.013066,2.62
P92,Home,3274,2024-09-24 23:10:48.013083,4.05
P93,Clothing,4269,2025-11-18 23:10:48.013101,3.75
P94,Electronics,2215,2025-09-05 23:10:48.013118,2.59
P95,Electronics,2991,2023-11-17 23:10:48.013136,3.25
P96,Clothing,3551,2025-04-19 23:10:48.013153,4.72
P97,Footwear,1376,2025-09-27 23:10:48.013170,2.95
P98,Home,4864,2025-01-23 23:10:48.013187,4.73
P99,Electronics,2182,2025-09-24 23:10:48.013205,4.33
P100,Home,4175,2023-09-30 23:10:48.013222,4.21
P101,Clothing,616,2025-01-27 23:10:48.013240,2.69
P102,Clothing,2431,2025-09-03 23:10:48.013257,3.44
P103,Electronics,1012,2025-11-11 23:10:48.013274,3.52
P104,Electronics,1059,2025-10-04 23:10:48.013292,2.92
P105,Clothing,3843,2025-05-16 23:10:48.013309,3.69
P106,Home,1080,2024-02-04 23:10:48.013326,3.91
P107,Home,3647,2025-05-06 23:10:48.013344,3.8
P108,Clothing,3244,2024-10-30 23:10:48.013361,3.29
P109,Clothing,3618,2025-06-02 23:10:48.013379,2.59
P110,Electronics,3559,2023-12-20 23:10:48.013396,2.9
P111,Electronics,2979,2025-06-04 23:10:48.013413,4.36
P112,Clothing,2257,2024-05-06 23:10:48.013430,3.99
P113,Electronics,3349,2023-12-08 23:10:48.013451,3.1
P114,Home,2989,2023-12-08 23:10:48.013470,3.65
P115,Clothing,3587,2025-02-17 23:10:48.013487,2.66
P116,Electronics,1395,2023-12-11 23:10:48.013504,3.96
P117,Footwear,2431,2023-09-09 23:10:48.013521,3.39
P118,Clothing,4500,2024-12-24 23:10:48.013538,4.37
P119,Clothing,4413,2024-11-07 23:10:48.013555,2.98
P120,Clothing,4607,2025-03-29 23:10:48.013573,2.73
P121,Home,1253,2025-04-30 23:10:48.013594,4.07
P122,Electronics,1275,2023-09-12 23:10:48.013612,3.39
P123,Electronics,917,2024-05-16 23:10:48.013629,3.1
P124,Electronics,2016,2025-06-26 23:10:48.013646,4.65
P125,Footwear,1228,2024-12-28 23:10:48.013663,4.35
P126,Footwear,3965,2023-12-09 23:10:48.013681,3.47
P127,Home,1622,2025-06-30 23:10:48.013697,3.45
P128,Footwear,4632,2025-10-04 23:10:48.013714,3.05
P129,Clothing,2826,2024-02-13 23:10:48.013732,4.24
P130,Clothing,4452,2023-11-02 23:10:48.013749,3.66
P131,Electronics,4992,2024-01-10 23:10:48.013766,4.56
P132,Footwear,895,2025-07-15 23:10:48.013783,4.7
P133,Clothing,3002,2025-10-24 23:10:48.013800,4.7
P134,Footwear,4077,2024-01-04 23:10:48.013817,3.95
P135,Home,4991,2025-10-31 23:10:48.013834,3.26
P136,Footwear,4136,2024-09-26 23:10:48.013851,4.32
P137,Home,2656,2024-06-18 23:10:48.013868,4.64
P138,Home,3794,2025-07-06 23:10:48.013885,2.63
P139,Home,1232,2025-07-29 23:10:48.013902,3.31
P140,Home,1453,2024-03-21 23:10:48.013919,3.92
P141,Electronics,2042,2025-04-30 23:10:48.013936,3.48
P142,Electronics,3493,2025-07-24 23:10:48.013952,4.55
P143,Clothing,3736,2025-06-28 23:10:48.013970,3.04
P144,Footwear,1888,2024-03-31 23:10:48.013987,3.35
P145,Clothing,1010,2024-08-26 23:10:48.014004,4.59
P146,Footwear,2327,2025-03-13 23:10:48.014021,3.37
P147,Home,3423,2024-11-19 23:10:48.014037,3.78
P148,Electronics,4102,2025-10-09 23:10:48.014054,2.76
P149,Clothing,1743,2024-10-14 23:10:48.014072,3.81
P150,Footwear,955,2024-03-19 23:10:48.014089,2.77
P151,Home,3572,2025-01-12 23:10:48.014105,4.07
P152,Electronics,1004,2025-01-25 23:10:48.014123,3.36
P153,Clothing,1323,2025-01-04 23:10:48.014139,3.72
P154,Electronics,2605,2025-09-13 23:10:48.014157,2.53
P155,Clothing,2352,2024-03-07 23:10:48.014174,3.24
P156,Electronics,3784,2025-10-20 23:10:48.014190,4.78
P157,Footwear,1750,2025-05-24 23:10:48.014207,4.1
P158,Electronics,1756,2024-10-24 23:10:48.014224,3.0
P159,Home,4084,2025-08-18 23:10:48.014241,3.94
P160,Footwear,970,2025-04-24 23:10:48.014258,2.6
P161,Electronics,3283,2025-12-27 23:10:48.014276,2.63
P162,Footwear,1167,2025-01-15 23:10:48.014292,3.27
P163,Footwear,4685,2025-09-08 23:10:48.014309,3.39
P164,Electronics,1039,2025-02-26 23:10:48.014326,2.68
P165,Footwear,4275,2025-11-28 23:10:48.014343,3.54
P166,Clothing,3008,2025-08-16 23:10:48.014359,4.07
P167,Home,3824,2024-06-29 23:10:48.014376,4.66
P168,Clothing,2338,2025-04-27 23:10:48.014393,4.61
P169,Footwear,1297,2025-12-29 23:10:48.014410,4.49
P170,Home,1515,2026-01-03 23:10:48.014427,3.37
P171,Electronics,723,2025-11-04 23:10:48.014444,4.77
P172,Clothing,4658,2023-11-21 23:10:48.014461,3.4
P173,Home,4500,2023-10-04 23:10:48.014478,3.58
P174,Home,884,2025-10-01 23:10:48.014496,2.53
P175,Electronics,2500,2023-10-08 23:10:48.014513,3.73
P176,Electronics,1960,2024-04-03 23:10:48.014530,3.85
P177,Clothing,4678,2024-06-22 23:10:48.014546,3.07
P178,Clothing,2548,2025-10-22 23:10:48.014563,4.69
P179,Footwear,2323,2024-01-22 23:10:48.014580,2.61
P180,Footwear,2074,2025-10-05 23:10:48.014597,4.04
P181,Electronics,2665,2024-03-05 23:10:48.014615,4.41
P182,Footwear,2484,2025-03-08 23:10:48.014632,3.77
P183,Electronics,2348,2024-12-15 23:10:48.014648,3.86
P184,Home,3778,2023-12-03 23:10:48.014665,4.3
P185,Home,2650,2024-06-09 23:10:48.014682,2.81
P186,Electronics,1829,2023-12-06 23:10:48.014699,3.86
P187,Home,2982,2023-11-02 23:10:48.014716,4.58
P188,Clothing,4761,2025-03-06 23:10:48.014732,3.54
P189,Footwear,3677,2025-02-07 23:10:48.014749,4.48
P190,Clothing,637,2025-08-28 23:10:48.014766,4.63
P191,Clothing,4079,2025-02-12 23:10:48.014783,2.65
P192,Electronics,4800,2025-10-31 23:10:48.014800,2.98
P193,Footwear,4542,2025-11-26 23:10:48.014817,2.67
P194,Home,3945,2023-12-09 23:10:48.014834,4.1
P195,Footwear,2219,2025-01-13 23:10:48.014850,3.45
P196,Home,1166,2023-08-28 23:10:48.014865,4.04
P197,Electronics,3622,2025-11-08 23:10:48.014881,2.59
P198,Electronics,4400,2026-01-03 23:10:48.014897,2.57
P199,Clothing,1023,2023-09-23 23:10:48.014913,2.97
P200,Clothing,2253,2024-07-11 23:10:48.014928,4.09
P201,Electronics,2796,2025-10-27 23:10:48.014943,3.61
P202,Home,4702,2025-06-08 23:10:48.014958,4.62
P203,Clothing,2555,2024-06-14 23:10:48.014973,4.22
P204,Footwear,3266,2025-04-30 23:10:48.014988,3.73
P205,Electronics,1025,2025-11-13 23:10:48.015003,3.92
P206,Footwear,864,2025-10-22 23:10:48.015018,2.64
P207,Footwear,2146,2024-02-09 23:10:48.015033,4.44
P208,Home,2031,2025-01-10 23:10:48.015048,2.75
P209,Electronics,2406,2024-08-20 23:10:48.015063,3.06
P210,Clothing,2575,2024-04-17 23:10:48.015078,2.55
P211,Home,625,2025-04-10 23:10:48.015093,2.78
P212,Clothing,3783,2025-08-16 23:10:48.015107,3.59
P213,Home,732,2024-12-10 23:10:48.015122,3.65
P214,Footwear,4706,2025-09-19 23:10:48.015137,4.19
P215,Footwear,4507,2024-04-25 23:10:48.015152,3.49
P216,Electronics,2972,2024-05-23 23:10:48.015167,3.28
P217,Electronics,2261,2024-02-16 23:10:48.015182,3.06
P218,Clothing,4312,2025-02-27 23:10:48.015197,4.65
P219,Electronics,2824,2024-10-28 23:10:48.015212,2.85
P220,Footwear,3063,2024-08-23 23:10:48.015226,4.46
P221,Electronics,2897,2024-10-19 23:10:48.015241,2.9
P222,Clothing,742,2023-10-08 23:10:48.015259,2.54
P223,Footwear,1419,2025-05-24 23:10:48.015276,2.76
P224,Footwear,4670,2025-02-20 23:10:48.015292,4.49
P225,Electronics,3428,2024-04-02 23:10:48.015307,3.63
P226,Clothing,4789,2024-06-13 23:10:48.015322,3.78
P227,Electronics,1641,2024-12-12 23:10:48.015337,4.14
P228,Clothing,4708,2024-01-15 23:10:48.015352,3.72
P229,Electronics,4915,2026-01-07 23:10:48.015367,2.7
P230,Home,2526,2025-08-22 23:10:48.015382,3.87
P231,Footwear,509,2024-02-18 23:10:48.015397,3.76
P232,Footwear,2560,2024-03-29 23:10:48.015412,4.07
P233,Clothing,1842,2024-05-22 23:10:48.015427,4.07
P234,Clothing,2494,2023-11-15 23:10:48.015442,3.59
P235,Home,3990,2024-07-07 23:10:48.015457,3.3
P236,Clothing,4527,2023-10-14 23:10:48.015472,4.72
P237,Clothing,875,2025-02-08 23:10:48.015487,4.78
P238,Home,2070,2024-05-30 23:10:48.015502,4.63
P239,Electronics,4143,2025-02-22 23:10:48.015520,4.44
P240,Home,1372,2023-09-21 23:10:48.015535,4.23
P241,Electronics,1814,2023-10-03 23:10:48.015550,2.88
P242,Home,577,2026-01-03 23:10:48.015565,3.7
P243,Clothing,1565,2025-08-29 23:10:48.015580,3.4
P244,Footwear,1818,2025-03-18 23:10:48.015595,4.14
P245,Home,2690,2023-10-31 23:10:48.015610,3.83
P246,Clothing,3554,2025-08-16 23:10:48.015625,3.38
P247,Footwear,2651,2023-10-10 23:10:48.015640,3.94
P248,Electronics,3126,2025-06-24 23:10:48.015658,3.94
P249,Footwear,2535,2024-07-03 23:10:48.015673,4.21
P250,Clothing,3097,2024-11-14 23:10:48.015688,4.23
P251,Home,2836,2024-11-23 23:10:48.015703,2.58
P252,Electronics,2365,2024-05-20 23:10:48.015718,3.29
P253,Clothing,3728,2023-10-25 23:10:48.015732,3.74
P254,Home,2871,2025-08-04 23:10:48.015747,4.16
P255,Home,594,2025-08-31 23:10:48.015762,3.88
P256,Electronics,2334,2025-03-22 23:10:48.015777,3.88
P257,Home,3825,2024-03-19 23:10:48.015792,4.59
P258,Electronics,1314,2024-07-07 23:10:48.015807,3.16
P259,Footwear,2765,2025-01-10 23:10:48.015822,3.85
P260,Clothing,2139,2025-06-12 23:10:48.015837,4.51
P261,Footwear,4951,2024-10-05 23:10:48.015852,4.61
P262,Footwear,4376,2025-08-28 23:10:48.015867,4.13
P263,Clothing,1103,2025-09-24 23:10:48.015882,3.36
P264,Clothing,4033,2025-11-18 23:10:48.015897,4.65
P265,Home,2292,2024-01-13 23:10:48.015912,2.76
P266,Electronics,2145,2024-11-29 23:10:48.015927,2.93
P267,Clothing,2354,2023-10-06 23:10:48.015942,3.22
P268,Footwear,3208,2025-01-02 23:10:48.015956,3.37
P269,Clothing,701,2025-03-05 23:10:48.015971,4.35
P270,Electronics,1074,2025-09-13 23:10:48.015986,3.45
P271,Home,885,2024-05-16 23:10:48.016001,3.57
P272,Electronics,4100,2024-09-20 23:10:48.016016,3.85
P273,Home,1705,2023-12-07 23:10:48.016030,2.91
P274,Electronics,4072,2025-07-12 23:10:48.016045,4.6
P275,Clothing,4658,2025-07-15 23:10:48.016060,3.14
P276,Footwear,3620,2024-03-13 23:10:48.016075,2.91
P277,Clothing,1188,2025-10-16 23:10:48.016090,3.78
P278,Footwear,2224,2025-01-31 23:10:48.016105,2.92
P279,Clothing,2259,2025-02-15 23:10:48.016120,2.65
P280,Home,1451,2025-06-07 23:10:48.016134,4.57
P281,Electronics,2832,2025-12-07 23:10:48.016149,3.94
P282,Electronics,3995,2024-09-18 23:10:48.016165,3.85
P283,Electronics,3557,2023-12-01 23:10:48.016179,3.71
P284,Electronics,3793,2025-09-17 23:10:48.016194,3.79
P285,Footwear,3835,2023-09-30 23:10:48.016209,4.48
P286,Footwear,1981,2024-04-05 23:10:48.016224,4.56
P287,Footwear,4564,2025-07-30 23:10:48.016239,2.56
P288,Footwear,3962,2024-09-19 23:10:48.016254,4.02
P289,Clothing,3306,2023-09-28 23:10:48.016268,3.08
P290,Home,827,2024-10-22 23:10:48.016283,2.74
P291,Clothing,4175,2025-05-14 23:10:48.016298,3.05
P292,Home,2643,2024-11-16 23:10:48.016313,4.77
P293,Footwear,3038,2025-03-26 23:10:48.016327,4.71
P294,Clothing,4777,2024-08-26 23:10:48.016342,2.97
P295,Home,1443,2024-01-04 23:10:48.016357,2.7
P296,Home,2698,2025-02-12 23:10:48.016372,4.45
P297,Clothing,1414,2024-04-24 23:10:48.016387,3.84
P298,Electronics,1013,2024-02-08 23:10:48.016401,4.59
P299,Footwear,4094,2024-01-30 23:10:48.016416,3.1
P300,Home,3690,2024-12-18 23:10:48.016432,3.12
P301,Clothing,1779,2025-04-22 23:10:48.016447,3.77
P302,Clothing,4077,2025-05-27 23:10:48.016461,4.26
P303,Clothing,3261,2025-04-03 23:10:48.016476,3.8
P304,Electronics,4723,2025-11-10 23:10:48.016491,2.92
P305,Clothing,3073,2025-09-15 23:10:48.016506,4.21
P306,Clothing,3930,2025-05-16 23:10:48.016521,3.0
P307,Home,3041,2025-04-05 23:10:48.016535,4.76
P308,Clothing,3680,2024-10-23 23:10:48.016550,4.09
P309,Home,2675,2023-10-26 23:10:48.016565,2.77
P310,Clothing,2581,2025-01-17 23:10:48.016580,3.77
P311,Electronics,2122,2025-08-08 23:10:48.016595,2.75
P312,Clothing,2574,2025-01-31 23:10:48.016610,4.57
P313,Home,4763,2024-04-02 23:10:48.016625,3.08
P314,Clothing,954,2023-12-21 23:10:48.016640,3.82
P315,Electronics,3528,2024-12-03 23:10:48.016655,3.38
P316,Electronics,4725,2024-04-14 23:10:48.016669,2.88
P317,Clothing,3366,2025-01-10 23:10:48.016684,2.71
P318,Electronics,4624,2025-01-02 23:10:48.016699,3.4
P319,Home,1636,2025-03-18 23:10:48.016713,4.16
P320,Home,1833,2023-12-26 23:10:48.016728,3.59
P321,Footwear,2285,2024-04-25 23:10:48.016743,2.57
P322,Home,2262,2025-08-13 23:10:48.016758,4.44
P323,Electronics,4960,2023-09-12 23:10:48.016773,2.86
P324,Electronics,2024,2025-06-21 23:10:48.016788,3.29
P325,Clothing,1740,2025-03-18 23:10:48.016803,4.12
P326,Electronics,4620,2024-05-02 23:10:48.016820,3.07
P327,Electronics,1752,2025-08-30 23:10:48.016836,2.51
P328,Electronics,4697,2024-10-30 23:10:48.016852,3.86
P329,Clothing,3615,2025-04-08 23:10:48.016867,4.36
P330,Clothing,829,2023-10-14 23:10:48.016882,4.09
P331,Home,4607,2024-08-29 23:10:48.016897,3.75
P332,Home,4562,2025-06-06 23:10:48.016912,4.36
P333,Clothing,2921,2024-01-12 23:10:48.016927,3.97
P334,Clothing,4226,2025-06-22 23:10:48.016941,4.09
P335,Clothing,546,2024-09-06 23:10:48.016958,2.6
P336,Home,900,2025-12-23 23:10:48.016980,2.92
P337,Electronics,890,2025-10-14 23:10:48.017003,2.58
P338,Home,4732,2024-04-19 23:10:48.017026,2.94
P339,Electronics,1326,2023-09-21 23:10:48.017049,4.67
P340,Home,2919,2024-05-24 23:10:48.017071,4.44
P341,Home,4061,2024-12-02 23:10:48.017093,3.98
P342,Home,3723,2024-07-31 23:10:48.017116,3.03
P343,Clothing,630,2025-07-04 23:10:48.017136,4.1
P344,Home,4959,2025-07-09 23:10:48.017151,3.82
P345,Footwear,1420,2024-08-29 23:10:48.017166,4.2
P346,Footwear,992,2025-07-31 23:10:48.017181,3.92
P347,Home,1238,2024-10-15 23:10:48.017196,4.5
P348,Home,2304,2024-11-20 23:10:48.017210,3.72
P349,Footwear,4310,2024-11-18 23:10:48.017225,2.66
P350,Footwear,4624,2023-10-17 23:10:48.017240,4.26
P351,Electronics,744,2024-09-18 23:10:48.017255,3.6
P352,Footwear,2271,2025-04-11 23:10:48.017270,4.76
P353,Electronics,1420,2025-04-17 23:10:48.017285,3.27
P354,Clothing,3124,2025-02-02 23:10:48.017300,3.05
P355,Clothing,1665,2026-01-05 23:10:48.017315,3.18
P356,Electronics,4888,2025-02-18 23:10:48.017329,2.6
P357,Clothing,3132,2024-02-03 23:10:48.017344,2.75
P358,Footwear,2734,2025-01-29 23:10:48.017359,4.68
P359,Clothing,1438,2025-11-08 23:10:48.017373,3.85
P360,Footwear,3915,2023-10-24 23:10:48.017388,3.58
P361,Electronics,1384,2023-09-16 23:10:48.017403,4.41
P362,Electronics,4821,2025-01-07 23:10:48.017418,3.38
P363,Electronics,4345,2023-12-17 23:10:48.017432,4.34
P364,Home,1226,2025-11-15 23:10:48.017447,4.53
P365,Footwear,2413,2025-10-01 23:10:48.017462,3.71
P366,Home,3237,2024-09-05 23:10:48.017477,3.63
P367,Footwear,502,2025-08-16 23:10:48.017492,4.38
P368,Footwear,1392,2023-11-19 23:10:48.017509,3.74
P369,Footwear,2433,2025-02-13 23:10:48.017525,4.48
P370,Clothing,3182,2025-04-16 23:10:48.017540,2.8
P371,Home,1855,2024-03-30 23:10:48.017554,2.58
P372,Footwear,2060,2024-10-02 23:10:48.017569,3.77
P373,Footwear,1474,2025-05-27 23:10:48.017584,2.51
P374,Clothing,1413,2025-05-02 23:10:48.017599,2.69
P375,Footwear,3520,2025-02-26 23:10:48.017616,4.56
P376,Electronics,3611,2024-05-25 23:10:48.017631,4.53
P377,Clothing,2662,2025-02-24 23:10:48.017646,4.4
P378,Footwear,4430,2024-06-19 23:10:48.017661,4.49
P379,Electronics,4811,2025-03-25 23:10:48.017676,4.33
P380,Footwear,2204,2025-07-24 23:10:48.017691,3.27
P381,Clothing,2216,2024-06-30 23:10:48.017706,4.06
P382,Home,2969,2025-07-01 23:10:48.017721,2.94
P383,Home,1056,2025-08-28 23:10:48.017735,4.51
P384,Home,3219,2025-12-08 23:10:48.017750,3.27
P385,Home,4498,2024-03-09 23:10:48.017765,2.5
P386,Electronics,1088,2025-04-25 23:10:48.017780,3.67
P387,Electronics,3617,2025-03-19 23:10:48.017795,3.25
P388,Clothing,4955,2025-05-20 23:10:48.017810,3.1
P389,Footwear,1507,2024-02-08 23:10:48.017824,2.75
P390,Home,1747,2024-11-20 23:10:48.017839,4.43
P391,Footwear,2882,2024-11-22 23:10:48.017854,4.64
P392,Footwear,2387,2025-04-05 23:10:48.017869,4.27
P393,Home,1540,2025-02-18 23:10:48.017884,4.27
P394,Electronics,1385,2024-12-03 23:10:48.017898,3.3
P395,Footwear,2853,2024-09-21 23:10:48.017913,4.78
P396,Clothing,4247,2024-02-21 23:10:48.017928,3.99
P397,Footwear,528,2024-12-23 23:10:48.017943,2.55
P398,Home,4499,2024-04-02 23:10:48.017958,4.27
P399,Home,4109,2024-06-17 23:10:48.017972,2.87
P400,Clothing,1015,2024-01-01 23:10:48.017987,3.48
P401,Clothing,538,2024-12-07 23:10:48.018003,3.71
P402,Clothing,1598,2023-11-03 23:10:48.018019,3.01
P403,Home,3655,2025-08-31 23:10:48.018035,4.01
P404,Home,3396,2024-07-18 23:10:48.018050,4.72
P405,Footwear,1488,2024-10-25 23:10:48.018067,4.67
P406,Home,4679,2023-08-23 23:10:48.018083,3.41
P407,Home,4463,2024-10-12 23:10:48.018098,4.17
P408,Clothing,2355,2025-07-30 23:10:48.018112,4.5
P409,Footwear,2309,2023-11-08 23:10:48.018130,4.49
P410,Home,2107,2025-06-14 23:10:48.018145,2.87
P411,Clothing,3880,2024-03-22 23:10:48.018160,2.85
P412,Electronics,4133,2025-12-12 23:10:48.018174,4.25
P413,Clothing,1459,2024-12-17 23:10:48.018190,3.18
P414,Footwear,4973,2024-07-21 23:10:48.018206,3.92
P415,Home,3724,2024-06-29 23:10:48.018221,2.5
P416,Clothing,4465,2024-10-10 23:10:48.018235,4.08
P417,Clothing,1516,2023-12-30 23:10:48.018251,2.87
P418,Electronics,616,2024-01-13 23:10:48.018265,3.86
P419,Home,4288,2024-06-03 23:10:48.018280,2.84
P420,Electronics,2513,2023-11-11 23:10:48.018295,3.4
P421,Home,665,2025-01-07 23:10:48.018309,3.17
P422,Clothing,2543,2025-03-13 23:10:48.018324,4.29
P423,Home,713,2024-12-12 23:10:48.018339,4.22
P424,Clothing,3436,2024-07-04 23:10:48.018353,3.81
P425,Footwear,3220,2024-10-02 23:10:48.018368,3.79
P426,Footwear,501,2025-05-11 23:10:48.018385,3.73
P427,Clothing,2449,2023-12-25 23:10:48.018402,2.58
P428,Electronics,1417,2025-09-14 23:10:48.018417,3.24
P429,Home,589,2025-07-26 23:10:48.018432,4.09
P430,Electronics,605,2025-08-18 23:10:48.018447,2.89
P431,Footwear,816,2025-03-09 23:10:48.018461,4.12
P432,Electronics,3644,2025-12-30 23:10:48.018476,2.62
P433,Clothing,1215,2024-11-18 23:10:48.018491,4.5
P434,Footwear,3889,2024-02-18 23:10:48.018506,4.3
P435,Home,2930,2025-09-19 23:10:48.018520,2.68
P436,Footwear,1399,2025-10-16 23:10:48.018535,3.87
P437,Electronics,1394,2025-12-17 23:10:48.018550,3.98
P438,Footwear,4609,2023-10-22 23:10:48.018565,2.69
P439,Home,4095,2025-12-27 23:10:48.018579,2.87
P440,Home,2669,2025-03-13 23:10:48.018595,3.26
P441,Footwear,2427,2023-12-20 23:10:48.018609,4.51
P442,Home,2835,2025-03-05 23:10:48.018624,3.65
P443,Electronics,1161,2024-05-24 23:10:48.018638,3.26
P444,Clothing,1582,2025-03-02 23:10:48.018653,4.0
P445,Home,4630,2024-01-25 23:10:48.018668,3.01
P446,Clothing,1402,2025-06-15 23:10:48.018683,3.56
P447,Clothing,658,2023-08-30 23:10:48.018698,3.46
P448,Footwear,3279,2025-12-15 23:10:48.018713,3.35
P449,Footwear,2212,2024-07-25 23:10:48.018727,3.68
P450,Footwear,1773,2024-05-01 23:10:48.018742,4.17
P451,Footwear,3125,2024-08-14 23:10:48.018757,3.87
P452,Home,4509,2023-11-26 23:10:48.018771,4.78
P453,Electronics,4214,2025-07-06 23:10:48.018786,3.93
P454,Clothing,3458,2024-07-05 23:10:48.018801,3.04
P455,Footwear,2647,2023-11-06 23:10:48.018816,4.59
P456,Electronics,1439,2024-05-19 23:10:48.018831,3.36
P457,Home,2840,2026-01-06 23:10:48.018846,4.47
P458,Electronics,2025,2024-07-04 23:10:48.018861,4.5
