order_id,product_id,user_id,order_date,quantity,returned
O135,P318,U786,2025-11-06 23:35:12.895285,2,0
O136,P438,U345,2025-06-22 23:35:12.895294,2,0
O137,P116,U829,2025-05-03 23:35:12.895303,1,0
O138,P392,U907,2025-09-30 23:35:12.895312,2,0
O139,P121,U512,2025-06-12 23:35:12.895321,2,1
O140,P95,U637,2025-10-11 23:35:12.895330,2,1
O141,P88,U487,2025-06-14 23:35:12.895339,1,0
O142,P384,U271,2025-08-01 23:35:12.895348,1,0
O143,P191,U446,2025-11-29 23:35:12.895357,2,0
O144,P348,U246,2025-11-22 23:35:12.895365,2,0
O145,P143,U434,2025-11-12 23:35:12.895374,1,0
O146,P284,U973,2025-07-01 23:35:12.895383,1,0
O147,P46,U93,2025-06-13 23:35:12.895392,2,0
O148,P499,U452,2025-07-17 23:35:12.895401,2,0
O149,P217,U473,2025-03-02 23:35:12.895410,1,0
O150,P99,U288,2025-05-28 23:35:12.895419,2,1
O151,P356,U22,2025-06-01 23:35:12.895428,2,0
O152,P245,U836,2025-10-29 23:35:12.895437,2,0
O153,P179,U222,2025-06-01 23:35:12.895445,1,0
O154,P441,U607,2025-05-25 23:35:12.895454,2,1
O155,P324,U515,2026-01-21 23:35:12.895463,2,0
O156,P335,U758,2025-05-24 23:35:12.895472,1,0
O157,P475,U895,2025-08-30 23:35:12.895481,1,1
O158,P339,U663,2025-08-12 23:35:12.895490,1,0
O159,P379,U544,2025-08-11 23:35:12.895499,1,0
O160,P100,U267,2025-03-20 23:35:12.895507,1,0
O161,P416,U167,2025-03-13 23:35:12.895517,1,0
O162,P43,U284,2026-01-25 23:35:12.895526,1,0
O163,P301,U897,2025-05-29 23:35:12.895535,1,0
O164,P241,U34,2025-07-06 23:35:12.895544,1,0
O165,P89,U775,2025-11-05 23:35:12.895552,2,1
O166,P457,U601,2025-10-14 23:35:12.895561,1,0
O167,P390,U195,2025-03-29 23:35:12.895570,1,0
O168,P113,U492,2025-11-23 23:35:12.895579,1,0
O169,P375,U419,2025-07-04 23:35:12.895588,1,0
O170,P248,U675,2025-02-14 23:35:12.895597,1,0
O171,P407,U191,2025-06-24 23:35:12.895606,1,0
O172,P98,U547,2025-11-02 23:35:12.895615,2,0
O173,P150,U189,2025-06-27 23:35:12.895624,1,0
O174,P267,U368,2025-08-07 23:35:12.895633,1,0
O175,P278,U216,2025-02-16 23:35:12.895642,1,0
O176,P285,U272,2025-12-06 23:35:12.895651,2,0
O177,P367,U728,2025-03-01 23:35:12.895660,1,0
O178,P186,U18,2025-08-13 23:35:12.895669,2,1
O179,P395,U444,2025-06-18 23:35:12.895678,1,0
O180,P75,U264,2025-04-28 23:35:12.895687,2,0
O181,P222,U383,2025-12-16 23:35:12.895696,1,0
O182,P366,U143,2025-11-29 23:35:12.895705,1,1
O183,P395,U24,2025-12-15 23:35:12.895714,1,1
O184,P143,U568,2025-12-29 23:35:12.895722,1,0
O185,P180,U41,2025-08-04 23:35:12.895731,1,0
O186,P397,U222,2025-10-07 23:35:12.895740,1,1
O187,P162,U214,2025-06-30 23:35:12.895749,1,0
O188,P330,U657,2025-06-12 23:35:12.895758,2,0
O189,P8,U73,2025-05-29 23:35:12.895767,2,0
O190,P6,U173,2025-09-18 23:35:12.895775,2,0
O191,P169,U392,2025-04-29 23:35:12.895784,2,1
O192,P193,U516,2026-01-08 23:35:12.895793,1,1
O193,P421,U338,2025-09-23 23:35:12.895802,2,0
O194,P364,U832,2025-03-01 23:35:12.895811,2,0
O195,P144,U510,2025-03-16 23:35:12.895820,1,0
O196,P300,U131,2025-04-20 23:35:12.895829,2,0
O197,P251,U414,2025-05-07 23:35:12.895838,1,1
O198,P363,U181,2025-08-23 23:35:12.895847,1,1
O199,P201,U857,2026-01-18 23:35:12.895856,1,1
O200,P125,U450,2025-08-17 23:35:12.895865,1,0
O201,P241,U219,2025-10-03 23:35:12.895874,2,0
O202,P147,U475,2025-03-26 23:35:12.895882,1,0
O203,P360,U934,2026-02-05 23:35:12.895892,1,1
O204,P460,U347,2025-07-31 23:35:12.895901,1,0
O205,P190,U507,2025-03-31 23:35:12.895910,1,0
O206,P421,U116,2025-09-25 23:35:12.895919,2,0
O207,P43,U684,2025-08-30 23:35:12.895928,1,0
O208,P316,U814,2025-09-10 23:35:12.895941,2,0
O209,P373,U212,2025-07-18 23:35:12.895950,2,0
O210,P228,U675,2025-06-24 23:35:12.895958,1,0
O211,P19,U440,2025-12-21 23:35:12.895967,1,0
O212,P304,U525,2025-09-16 23:35:12.895976,1,0
O213,P0,U372,2025-12-14 23:35:12.895985,2,0
O214,P258,U655,2026-01-25 23:35:12.895994,2,0
O215,P223,U783,2025-02-13 23:35:12.896003,2,0
O216,P407,U667,2026-01-29 23:35:12.896012,2,0
O217,P347,U675,2025-11-08 23:35:12.896021,2,0
O218,P185,U315,2025-08-12 23:35:12.896030,2,0
O219,P219,U868,2025-12-27 23:35:12.896039,2,1
O220,P191,U922,2025-09-14 23:35:12.896048,1,0
O221,P416,U723,2025-07-01 23:35:12.896057,2,0
O222,P412,U908,2025-12-22 23:35:12.896066,1,0
O223,P252,U389,2025-11-16 23:35:12.896075,1,0
O224,P255,U708,2025-04-09 23:35:12.896084,1,0
O225,P449,U9,2025-03-31 23:35:12.896093,2,0
O226,P241,U250,2026-02-01 23:35:12.896102,1,1
O227,P288,U373,2025-12-03 23:35:12.896111,2,0
O228,P223,U238,2025-08-13 23:35:12.896119,1,1
O229,P340,U281,2025-12-05 23:35:12.896128,1,0
O230,P341,U826,2025-04-29 23:35:12.896137,1,1
O231,P460,U928,2025-10-31 23:35:12.896146,1,0
O232,P98,U510,2025-04-01 23:35:12.896155,2,0
O233,P475,U976,2025-07-24 23:35:12.896165,1,0
O234,P132,U869,2025-05-23 23:35:12.896174,1,0
O235,P22,U996,2025-12-15 23:35:12.896183,1,0
O236,P201,U457,2025-11-15 23:35:12.896192,1,0
O237,P84,U77,2026-02-05 23:35:12.896201,1,0
O238,P172,U716,2025-05-22 23:35:12.896210,2,0
O239,P448,U880,2025-04-24 23:35:12.896219,2,0
O240,P347,U94,2025-11-26 23:35:12.896228,1,1
O241,P153,U249,2025-08-28 23:35:12.896237,2,1
O242,P117,U770,2025-04-06 23:35:12.896246,2,1
O243,P448,U53,2025-06-15 23:35:12.896255,1,0
O244,P477,U733,2025-05-31 23:35:12.896263,1,0
O245,P400,U623,2025-05-27 23:35:12.896272,1,1
O246,P406,U206,2025-06-22 23:35:12.896281,1,0
O247,P397,U577,2025-11-23 23:35:12.896290,1,1
O248,P102,U421,2025-07-29 23:35:12.896299,2,1
O249,P225,U805,2025-04-06 23:35:12.896308,2,1
O250,P337,U797,2025-03-08 23:35:12.896317,1,0
O251,P434,U446,2025-04-04 23:35:12.896336,1,0
O252,P165,U480,2025-03-08 23:35:12.896345,2,1
O253,P29,U758,2025-10-23 23:35:12.896354,1,0
O254,P80,U132,2025-04-27 23:35:12.896363,2,0
O255,P137,U183,2025-03-13 23:35:12.896371,1,0
O256,P339,U983,2025-11-29 23:35:12.896380,2,1
O257,P261,U52,2025-07-16 23:35:12.896390,2,0
O258,P234,U42,2025-06-11 23:35:12.896399,1,0
O259,P370,U110,2025-06-02 23:35:12.896408,1,0
O260,P182,U847,2025-11-03 23:35:12.896417,1,0
O261,P373,U911,2026-01-29 23:35:12.896426,2,1
O262,P359,U899,2025-08-06 23:35:12.896435,1,0
O263,P194,U863,2025-07-26 23:35:12.896444,1,0
O264,P92,U671,2025-12-07 23:35:12.896453,2,1
O265,P50,U402,2025-05-05 23:35:12.896462,1,0
O266,P465,U603,2025-08-20 23:35:12.896471,1,0
O267,P21,U404,2025-03-17 23:35:12.896480,1,0
O268,P132,U232,2026-01-25 23:35:12.896489,2,0
O269,P45,U545,2025-11-20 23:35:12.896499,2,0
O270,P300,U922,2025-11-25 23:35:12.896508,2,1
O271,P248,U46,2025-10-08 23:35:12.896517,2,1
O272,P238,U55,2025-02-21 23:35:12.896526,1,1
O273,P318,U47,2025-12-07 23:35:12.896535,1,1
O274,P25,U803,2025-05-25 23:35:12.896544,2,0
O275,P112,U866,2025-05-29 23:35:12.896553,2,0
O276,P206,U302,2025-10-02 23:35:12.896562,2,1
O277,P213,U525,2026-01-09 23:35:12.896571,1,0
O278,P77,U215,2025-09-05 23:35:12.896580,2,0
O279,P186,U311,2026-01-30 23:35:12.896589,1,1
O280,P110,U918,2025-06-13 23:35:12.896598,1,1
O281,P238,U507,2025-05-08 23:35:12.896607,2,0
O282,P293,U738,2026-01-22 23:35:12.896616,2,0
O283,P472,U630,2026-01-09 23:35:12.896625,2,0
O284,P38,U952,2025-05-09 23:35:12.896634,1,0
O285,P85,U473,2025-10-03 23:35:12.896643,2,0
O286,P24,U144,2026-01-24 23:35:12.896652,2,0
O287,P24,U579,2025-12-01 23:35:12.896661,1,0
O288,P108,U145,2025-10-18 23:35:12.896669,2,0
O289,P110,U469,2026-01-03 23:35:12.896679,1,0
O290,P263,U935,2025-06-15 23:35:12.896688,1,0
O291,P41,U424,2025-10-28 23:35:12.896697,2,0
O292,P179,U281,2025-03-23 23:35:12.896705,2,1
O293,P442,U951,2025-03-28 23:35:12.896724,1,0
O294,P453,U740,2025-04-23 23:35:12.896734,1,0
O295,P149,U276,2025-07-23 23:35:12.896743,2,0
O296,P111,U515,2025-02-21 23:35:12.896752,1,1
O297,P445,U829,2025-02-21 23:35:12.896761,1,0
O298,P151,U822,2025-09-22 23:35:12.896770,1,0
O299,P386,U242,2026-01-06 23:35:12.896779,2,0
O300,P228,U547,2025-06-28 23:35:12.896788,2,0
O301,P321,U467,2025-07-01 23:35:12.896797,1,0
O302,P3,U846,2025-09-25 23:35:12.896806,2,0
O303,P368,U605,2025-12-06 23:35:12.896815,1,0
O304,P193,U846,2025-07-18 23:35:12.896824,2,0
O305,P25,U434,2025-08-17 23:35:12.896832,2,1
O306,P132,U325,2025-10-11 23:35:12.896841,2,0
O307,P274,U723,2025-06-26 23:35:12.896850,2,0
O308,P112,U139,2025-12-21 23:35:12.896859,1,1
O309,P89,U653,2025-03-23 23:35:12.896869,2,0
O310,P292,U893,2025-09-20 23:35:12.896878,1,0
O311,P355,U844,2025-05-23 23:35:12.896887,1,0
O312,P389,U689,2026-01-27 23:35:12.896896,1,0
O313,P406,U649,2025-08-18 23:35:12.896905,2,1
O314,P12,U167,2025-09-29 23:35:12.896914,2,1
O315,P320,U318,2025-10-28 23:35:12.896923,1,0
O316,P272,U776,2025-12-30 23:35:12.896932,1,0
O317,P418,U605,2025-11-03 23:35:12.896941,1,0
O318,P68,U317,2025-06-15 23:35:12.896949,2,0
O319,P333,U884,2025-09-22 23:35:12.896958,2,0
O320,P75,U994,2026-01-02 23:35:12.896967,1,0
O321,P295,U319,2025-12-08 23:35:12.896976,2,0
O322,P348,U839,2025-05-15 23:35:12.896985,1,0
O323,P228,U269,2025-03-27 23:35:12.896995,2,0
O324,P290,U724,2025-08-25 23:35:12.897004,1,1
O325,P338,U378,2025-11-20 23:35:12.897013,2,0
O326,P61,U131,2025-11-09 23:35:12.897022,1,0
O327,P41,U88,2025-04-16 23:35:12.897031,2,0
O328,P294,U615,2026-01-23 23:35:12.897040,2,0
O329,P178,U636,2025-02-18 23:35:12.897049,1,0
O330,P62,U142,2025-09-06 23:35:12.897058,1,0
O331,P224,U502,2025-04-03 23:35:12.897067,2,1
O332,P103,U946,2025-12-29 23:35:12.897076,1,0
O333,P197,U645,2025-12-01 23:35:12.897085,1,0
O334,P178,U967,2025-12-26 23:35:12.897094,2,0
O335,P499,U14,2025-10-18 23:35:12.897103,1,0
O336,P288,U477,2025-06-20 23:35:12.897112,1,1
O337,P419,U156,2025-12-30 23:35:12.897120,1,0
O338,P96,U996,2025-04-23 23:35:12.897129,2,0
O339,P195,U597,2025-03-21 23:35:12.897138,2,0
O340,P4,U634,2025-03-13 23:35:12.897148,1,0
O341,P117,U805,2025-08-31 23:35:12.897157,1,0
O342,P227,U876,2025-07-05 23:35:12.897165,2,0
O343,P183,U14,2025-09-02 23:35:12.897174,2,0
O344,P260,U156,2025-12-21 23:35:12.897183,2,0
O345,P331,U684,2025-09-29 23:35:12.897192,1,0
O346,P94,U626,2025-06-08 23:35:12.897201,2,0
O347,P291,U793,2025-04-13 23:35:12.897210,1,0
O348,P68,U659,2026-01-26 23:35:12.897219,2,0
O349,P329,U871,2025-12-30 23:35:12.897228,2,0
O350,P199,U22,2025-04-09 23:35:12.897237,2,0
O351,P301,U362,2025-07-03 23:35:12.897246,1,1
O352,P103,U957,2025-07-11 23:35:12.897255,1,0
O353,P480,U622,2025-10-25 23:35:12.897264,2,0
O354,P170,U459,2025-02-15 23:35:12.897273,2,0
O355,P323,U132,2025-04-19 23:35:12.897282,2,0
O356,P126,U105,2025-11-06 23:35:12.897291,1,0
O357,P377,U904,2025-12-17 23:35:12.897300,1,0
O358,P461,U295,2025-04-15 23:35:12.897309,2,1
O359,P266,U406,2025-05-25 23:35:12.897318,2,0
O360,P100,U404,2025-02-25 23:35:12.897327,2,0
O361,P419,U181,2025-03-30 23:35:12.897337,1,0
O362,P318,U949,2025-12-13 23:35:12.897346,1,0
O363,P423,U910,2025-09-10 23:35:12.897355,1,0
O364,P456,U308,2025-09-22 23:35:12.897364,2,1
O365,P435,U312,2025-10-12 23:35:12.897373,2,0
O366,P424,U802,2025-12-05 23:35:12.897382,2,1
O367,P24,U601,2025-11-23 23:35:12.897391,2,1
O368,P385,U902,2025-07-11 23:35:12.897400,1,0
O369,P417,U346,2026-01-20 23:35:12.897409,2,0
O370,P426,U954,2025-02-07 23:35:12.897418,1,0
O371,P178,U181,2025-09-07 23:35:12.897427,1,0
O372,P454,U179,2025-07-23 23:35:12.897448,1,0
O373,P343,U160,2025-08-13 23:35:12.897457,1,0
O374,P62,U661,2025-09-05 23:35:12.897466,2,0
O375,P369,U468,2025-12-19 23:35:12.897475,1,0
O376,P336,U83,2025-02-10 23:35:12.897484,1,1
O377,P147,U629,2025-03-01 23:35:12.897493,2,0
O378,P62,U700,2025-02-11 23:35:12.897514,1,1
O379,P326,U768,2025-06-27 23:35:12.897523,1,0
O380,P477,U214,2025-07-10 23:35:12.897532,2,0
O381,P31,U669,2025-04-27 23:35:12.897541,1,0
O382,P428,U476,2025-04-26 23:35:12.897551,2,0
O383,P423,U18,2026-01-19 23:35:12.897560,1,1
O384,P77,U370,2025-08-15 23:35:12.897569,2,0
O385,P193,U501,2025-10-16 23:35:12.897578,2,1
O386,P221,U677,2025-03-24 23:35:12.897586,2,0
O387,P384,U263,2025-12-13 23:35:12.897596,1,0
O388,P130,U799,2025-05-16 23:35:12.897605,2,1
O389,P466,U877,2025-08-28 23:35:12.897614,2,1
O390,P480,U86,2025-12-13 23:35:12.897623,2,1
O391,P287,U177,2025-02-22 23:35:12.897631,2,0
O392,P320,U312,2025-06-04 23:35:12.897641,1,0
O393,P471,U982,2025-05-27 23:35:12.897650,1,1
O394,P327,U53,2025-06-02 23:35:12.897658,1,0
O395,P228,U578,2025-12-17 23:35:12.897667,1,1
O396,P91,U263,2025-04-21 23:35:12.897676,2,1
O397,P87,U77,2025-04-24 23:35:12.897685,2,0
O398,P301,U490,2025-08-25 23:35:12.897695,2,1
O399,P468,U909,2025-06-28 23:35:12.897704,1,1
O400,P431,U977,2026-01-30 23:35:12.897713,2,0
O401,P262,U672,2025-09-08 23:35:12.897722,1,1
O402,P146,U623,2026-01-01 23:35:12.897731,1,0
O403,P187,U81,2026-02-04 23:35:12.897739,1,1
O404,P302,U708,2026-01-26 23:35:12.897748,2,0
O405,P385,U706,2025-10-10 23:35:12.897758,2,1
O406,P19,U260,2025-04-19 23:35:12.897766,2,0
O407,P255,U733,2025-06-25 23:35:12.897775,1,0
O408,P427,U866,2025-03-01 23:35:12.897784,2,1
O409,P279,U592,2025-07-19 23:35:12.897794,2,0
O410,P119,U58,2025-07-06 23:35:12.897802,2,0
O411,P223,U720,2025-10-14 23:35:12.897811,1,1
O412,P13,U520,2025-12-28 23:35:12.897820,2,1
O413,P236,U280,2025-02-12 23:35:12.897829,1,0
O414,P245,U277,2025-06-16 23:35:12.897838,2,0
O415,P3,U665,2026-01-08 23:35:12.897847,1,0
O416,P97,U726,2025-04-19 23:35:12.897856,1,0
O417,P325,U145,2025-10-01 23:35:12.897865,1,0
O418,P41,U355,2025-12-27 23:35:12.897874,2,0
O419,P33,U16,2025-08-25 23:35:12.897883,1,1
O420,P485,U377,2025-11-22 23:35:12.897892,1,1
O421,P116,U873,2025-03-01 23:35:12.897901,1,1
O422,P26,U824,2025-04-25 23:35:12.897910,2,0
O423,P218,U167,2025-10-31 23:35:12.897919,2,0
O424,P236,U820,2025-08-17 23:35:12.897928,1,0
O425,P409,U980,2025-07-31 23:35:12.897936,2,0
O426,P45,U575,2025-09-29 23:35:12.897945,2,0
O427,P309,U362,2025-07-28 23:35:12.897954,1,1
O428,P180,U291,2025-04-30 23:35:12.897963,1,0
O429,P148,U778,2025-04-16 23:35:12.897972,1,0
O430,P163,U112,2025-08-03 23:35:12.897981,1,0
O431,P231,U226,2025-04-02 23:35:12.897990,2,1
O432,P54,U622,2025-09-07 23:35:12.897999,2,0
O433,P405,U68,2025-03-31 23:35:12.898008,1,0
O434,P249,U547,2025-06-12 23:35:12.898017,2,0
O435,P466,U738,2025-06-07 23:35:12.898026,1,0
O436,P336,U957,2025-07-20 23:35:12.898035,2,0
O437,P449,U500,2025-11-25 23:35:12.898044,1,1
O438,P295,U16,2025-09-30 23:35:12.898053,1,0
O439,P60,U938,2025-10-25 23:35:12.898062,2,0
O440,P24,U38,2025-04-21 23:35:12.898071,1,0
O441,P497,U228,2025-10-21 23:35:12.898080,2,1
O442,P434,U477,2025-10-27 23:35:12.898089,2,0
O443,P11,U274,2025-10-28 23:35:12.898098,2,0
O444,P442,U816,2026-01-20 23:35:12.898107,2,1
O445,P56,U822,2025-04-09 23:35:12.898116,2,1
O446,P317,U591,2025-07-05 23:35:12.898125,1,1
O447,P263,U990,2025-09-10 23:35:12.898134,1,1
O448,P214,U484,2025-07-23 23:35:12.898143,2,0
O449,P24,U465,2025-11-09 23:35:12.898152,2,0
O450,P142,U570,2026-01-11 23:35:12.898160,1,1
O451,P287,U777,2026-01-21 23:35:12.898169,1,0
O452,P400,U918,2025-04-30 23:35:12.898178,1,0
O453,P85,U249,2025-05-12 23:35:12.898187,1,1
O454,P116,U518,2025-09-22 23:35:12.898196,1,0
O455,P175,U839,2025-03-28 23:35:12.898205,1,0
O456,P476,U593,2025-06-28 23:35:12.898215,2,0
O457,P371,U934,2025-10-26 23:35:12.898224,1,0
O458,P13,U158,2025-09-07 23:35:12.898233,1,0
O459,P107,U187,2025-04-11 23:35:12.898242,2,0
O460,P130,U804,2025-08-19 23:35:12.898251,2,0
O461,P473,U182,2025-02-07 23:35:12.898260,1,0
O462,P14,U887,2026-02-02 23:35:12.898269,1,0
O463,P469,U920,2025-07-11 23:35:12.898280,1,0
O464,P15,U492,2025-10-21 23:35:12.898289,2,1
O465,P449,U310,2025-06-24 23:35:12.898298,2,0
O466,P33,U413,2025-05-31 23:35:12.898307,1,0
O467,P268,U140,2025-05-08 23:35:12.898316,2,1
O468,P95,U738,2025-12-29 23:35:12.898325,2,0
O469,P499,U28,2025-03-25 23:35:12.898334,1,1
O470,P235,U696,2025-05-10 23:35:12.898343,2,0
O471,P235,U238,2025-05-16 23:35:12.898352,2,1
O472,P408,U358,2025-03-03 23:35:12.898361,1,0
O473,P64,U989,2025-08-13 23:35:12.898370,1,1
O474,P428,U141,2025-09-01 23:35:12.898379,2,0
O475,P323,U145,2025-04-19 23:35:12.898388,1,1
O476,P431,U704,2025-11-25 23:35:12.898397,1,0
O477,P304,U888,2025-02-27 23:35:12.898406,2,0
O478,P139,U186,2025-04-19 23:35:12.898415,1,1
O479,P484,U938,2025-07-23 23:35:12.898425,1,0
O480,P439,U318,2025-04-10 23:35:12.898434,2,0
